1925,,000047,01,001,0000000001,0000000001,Y,Bromhexine,,,,,N/A,0,0,001,N/A,,001,0,19851231,19851231
1929,,000047,02,001,0000000001,0000000001,Y,Bromhexine hydrochloride,,,,,N/A,0,0,179,N/A,,001,0,19851231,19851231
1962,,000047,02,034,0000000001,0000000001,N,Bronchosan,,,,,SVK,0,9575,SVK,SVK,98,001,0,19980630,19980930
85405,,000047,02,034,0000000001,0000000001,N,Bronchosan,,,,,UNS,0,0,SVK,SVK,98,001,0,20041231,20041231
4762,,000200,01,001,0000000001,0000000001,Y,Paracetamol,,,,,N/A,0,0,001,N/A,,001,0,19851231,19851231
4790,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,DNK,0,2441,024,DNK,83,001,0,19851231,20041231
4816,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,FRA,0,5967,043,FRA,86,001,0,19870930,20041231
4819,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,FRA,0,10571,FRA,FRA,87,001,0,19870930,20041231
4833,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,GBR,0,9848,071,GBR,88,001,0,19890331,20041231
4849,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,NLD,0,3611,NLD,NLD,89,001,0,19891231,20041231
4853,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,ESP,0,11043,075,ESP,89,001,0,19910630,20041231
4901,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,GBR,0,1406,GBR,GBR,94,001,0,19940930,20041231
4915,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,ESP,0,4625,075,ESP,95,001,0,19960331,20041231
4924,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,FRA,0,1428,FRA,FRA,96,001,0,19961231,20041231
4926,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,GBR,0,2293,071,GBR,96,001,0,19970331,20041231
4927,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,DEU,0,2347,015,DEU,96,001,0,19970331,20041231
4935,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,EST,0,10080,136,EST,98,001,0,19980630,20041231
4937,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,DEU,0,9777,015,DEU,96,001,0,19980630,20041231
4971,,000200,01,001,0000000001,0000000001,N,Paracetamol,,,,,DEU,0,5841,015,DEU,01,001,0,20010331,20041231
